Side,Arc,Source,Target,Rot,AdaptFrac,nEval,nEvalPos,nArc,Method,Uses,BAC,Precision,Recall
Right,contig,HTL,RTT,2,0.5,2129,6,2106,SDMu-HSsrc,arc segments,0.8559035955409013,0.019011406844106463,0.8333333333333334
Right,contig,HTL,RTT,2,0.5,2129,6,2106,SDMu-PCA,arc segments,0.8318809860260638,0.0136986301369863,0.8333333333333334
Right,contig,HTL,RTT,3,0.05,2129,6,213,COT-u,arc segments,0.7954152928246192,0.024242424242424242,0.6666666666666666
Right,contig,HTL,RTT,3,0.05,2129,6,213,SDMu-HS4,arc labels,0.8650887109436333,0.022321428571428572,0.8333333333333334
Right,contig,HTL,RTT,3,0.05,2129,6,213,SDMu-HSsrc,arc segments,0.8686214476369917,0.023923444976076555,0.8333333333333334
Right,contig,HTL,RTT,3,0.05,2129,6,213,SDMu-PCA,arc segments,0.7645627257026221,0.013513513513513514,0.6666666666666666
Right,contig,HTL,RTT,3,0.1,2129,6,426,COT-u,arc segments,0.8438922907834825,0.01592356687898089,0.8333333333333334
Right,contig,HTL,RTT,3,0.1,2129,6,426,SDMu-HS4,arc labels,0.8780420788192809,0.029585798816568046,0.8333333333333334
Right,contig,HTL,RTT,3,0.1,2129,6,426,SDMu-HSsrc,arc segments,0.8775710472601664,0.029239766081871343,0.8333333333333334
Right,contig,HTL,RTT,3,0.1,2129,6,426,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,HTL,RTT,3,0.2,2129,6,852,COT-u,arc segments,0.8777673104097974,0.011428571428571429,1.0
Right,contig,HTL,RTT,3,0.2,2129,6,852,SDMu-HS4,arc labels,0.798241482179306,0.026143790849673203,0.6666666666666666
Right,contig,HTL,RTT,3,0.2,2129,6,852,SDMu-HSsrc,arc segments,0.7928246192494897,0.022727272727272728,0.6666666666666666
Right,contig,HTL,RTT,3,0.2,2129,6,852,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,HTL,RTT,3,0.3,2129,6,1278,COT-u,arc segments,0.830193122939237,0.008253094910591471,1.0
Right,contig,HTL,RTT,3,0.3,2129,6,1278,SDMu-HS4,arc labels,0.8688569634165489,0.02403846153846154,0.8333333333333334
Right,contig,HTL,RTT,3,0.3,2129,6,1278,SDMu-HSsrc,arc segments,0.8683859318574345,0.023809523809523808,0.8333333333333334
Right,contig,HTL,RTT,3,0.3,2129,6,1278,SDMu-PCA,arc segments,0.7831292196577171,0.008741258741258742,0.8333333333333334
Right,contig,HTL,RTT,3,0.5,2129,6,2106,COT-u,arc segments,0.7465850211964202,0.005545286506469501,1.0
Right,contig,HTL,RTT,3,0.5,2129,6,2106,SDMu-HS4,arc labels,0.8483670905950699,0.01694915254237288,0.8333333333333334
Right,contig,HTL,RTT,3,0.5,2129,6,2106,SDMu-HSsrc,arc segments,0.8646176793845188,0.022123893805309734,0.8333333333333334
Right,contig,HTL,RTT,3,0.5,2129,6,2106,SDMu-PCA,arc segments,0.7409718951169728,0.006657789613848202,0.8333333333333334
Right,contig,HTL,RTT,4,0.05,2129,7,213,COT-u,arc segments,0.7994479601454154,0.010830324909747292,0.8571428571428571
Right,contig,HTL,RTT,4,0.05,2129,7,213,SDMu-HSsrc,arc segments,0.7925811229298505,0.017921146953405017,0.7142857142857143
Right,contig,HTL,RTT,4,0.05,2129,7,213,SDMu-PCA,arc segments,0.7072842332031777,0.0078003120124804995,0.7142857142857143
Right,contig,HTL,RTT,4,0.1,2129,7,426,COT-u,arc segments,0.7504039316009156,0.010917030567685589,0.7142857142857143
Right,contig,HTL,RTT,4,0.1,2129,7,426,SDMu-HSsrc,arc segments,0.7998855527130739,0.020161290322580645,0.7142857142857143
Right,contig,HTL,RTT,4,0.1,2129,7,426,SDMu-PCA,arc segments,0.7961155244378619,0.01893939393939394,0.7142857142857143
Right,contig,HTL,RTT,4,0.2,2129,7,852,COT-u,arc segments,0.7469031910596472,0.007722007722007722,0.8571428571428571
Right,contig,HTL,RTT,4,0.2,2129,7,852,SDMu-HS4,arc labels,0.7178874377272115,0.008389261744966443,0.7142857142857143
Right,contig,HTL,RTT,4,0.2,2129,7,852,SDMu-HSsrc,arc segments,0.7812710381042144,0.01529051987767584,0.7142857142857143
Right,contig,HTL,RTT,4,0.2,2129,7,852,SDMu-PCA,arc segments,0.6290224855257842,0.005979073243647235,0.5714285714285714
Right,contig,HTL,RTT,4,0.3,2129,7,1278,COT-u,arc segments,0.6953009290426821,0.006024096385542169,0.8571428571428571
Right,contig,HTL,RTT,4,0.3,2129,7,1278,SDMu-HS4,arc labels,0.7767941295274,0.014450867052023121,0.7142857142857143
Right,contig,HTL,RTT,4,0.3,2129,7,1278,SDMu-HSsrc,arc segments,0.7885754678874377,0.016891891891891893,0.7142857142857143
Right,contig,HTL,RTT,4,0.3,2129,7,1278,SDMu-PCA,arc segments,0.580449710515686,0.005253940455341506,0.42857142857142855
Right,contig,HTL,RTT,4,0.5,2129,7,2106,COT-u,arc segments,0.6823414568466406,0.005708848715509039,0.8571428571428571
Right,contig,HTL,RTT,4,0.5,2129,7,2106,SDMu-HS4,arc labels,0.7958798976706611,0.018867924528301886,0.7142857142857143
Right,contig,HTL,RTT,4,0.5,2129,7,2106,SDMu-HSsrc,arc segments,0.8024774471522822,0.02109704641350211,0.7142857142857143
Right,contig,HTL,RTT,4,0.5,2129,7,2106,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,HTL,RTT,5,0.05,2129,22,213,COT-u,arc segments,0.6355546446908573,0.014373716632443531,0.9545454545454546
Right,contig,HTL,RTT,5,0.05,2129,22,213,SDMu-HSsrc,arc segments,0.7027117400871554,0.017826825127334467,0.9545454545454546
Right,contig,HTL,RTT,5,0.05,2129,22,213,SDMu-PCA,arc segments,0.698440264054882,0.017558528428093644,0.9545454545454546
Right,contig,HTL,RTT,5,0.1,2129,22,426,COT-u,arc segments,0.6419618587392674,0.014644351464435146,0.9545454545454546
Right,contig,HTL,RTT,5,0.1,2129,22,426,SDMu-HSsrc,arc segments,0.72762868360875,0.0195712954333644,0.9545454545454546
Right,contig,HTL,RTT,5,0.1,2129,22,426,SDMu-PCA,arc segments,0.619892565905855,0.0137524557956778,0.9545454545454546
Right,contig,HTL,RTT,5,0.2,2129,22,852,COT-u,arc segments,0.6372697070371489,0.014738393515106854,0.9090909090909091
Right,contig,HTL,RTT,5,0.2,2129,22,852,SDMu-HS4,arc labels,0.7169499935280667,0.018783542039355994,0.9545454545454546
Right,contig,HTL,RTT,5,0.2,2129,22,852,SDMu-HSsrc,arc segments,0.7784117875480001,0.024447031431897557,0.9545454545454546
Right,contig,HTL,RTT,5,0.2,2129,22,852,SDMu-PCA,arc segments,0.6617120421107132,0.01594896331738437,0.9090909090909091
Right,contig,HTL,RTT,5,0.3,2129,22,1278,COT-u,arc segments,0.6732860163092722,0.016129032258064516,0.9545454545454546
Right,contig,HTL,RTT,5,0.3,2129,22,1278,SDMu-HS4,arc labels,0.7278659878327652,0.01958955223880597,0.9545454545454546
Right,contig,HTL,RTT,5,0.3,2129,22,1278,SDMu-HSsrc,arc segments,0.7890904776286836,0.025798525798525797,0.9545454545454546
Right,contig,HTL,RTT,5,0.3,2129,22,1278,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,HTL,RTT,5,0.5,2129,22,2106,COT-u,arc segments,0.6575484316348104,0.016697588126159554,0.8181818181818182
Right,contig,HTL,RTT,5,0.5,2129,22,2106,SDMu-HS4,arc labels,0.7909134055313458,0.03488372093023256,0.8181818181818182
Right,contig,HTL,RTT,5,0.5,2129,22,2106,SDMu-HSsrc,arc segments,0.8155930448289253,0.043689320388349516,0.8181818181818182
Right,contig,HTL,RTT,5,0.5,2129,22,2106,SDMu-PCA,arc segments,0.4716745048970962,0.008571428571428572,0.2727272727272727
Right,contig,HTL,RTT,6,0.05,2129,31,213,COT-u,arc segments,0.6447384605922691,0.02064693737095664,0.967741935483871
Right,contig,HTL,RTT,6,0.05,2129,31,213,SDMu-HSsrc,arc segments,0.667379070697131,0.022091310751104567,0.967741935483871
Right,contig,HTL,RTT,6,0.05,2129,31,213,SDMu-PCA,arc segments,0.6740520926227744,0.022556390977443608,0.967741935483871
Right,contig,HTL,RTT,6,0.1,2129,31,426,COT-u,arc segments,0.6244810726037087,0.01950585175552666,0.967741935483871
Right,contig,HTL,RTT,6,0.1,2129,31,426,SDMu-HSsrc,arc segments,0.6595144377133368,0.021567217828900073,0.967741935483871
Right,contig,HTL,RTT,6,0.1,2129,31,426,SDMu-PCA,arc segments,0.6740520926227744,0.022556390977443608,0.967741935483871
Right,contig,HTL,RTT,6,0.2,2129,31,852,COT-u,arc segments,0.6509348380946524,0.02102312543798178,0.967741935483871
Right,contig,HTL,RTT,6,0.2,2129,31,852,SDMu-HSsrc,arc segments,0.7376841231280175,0.028222013170272814,0.967741935483871
Right,contig,HTL,RTT,6,0.2,2129,31,852,SDMu-PCA,arc segments,0.6352055721270642,0.020093770931011386,0.967741935483871
Right,contig,HTL,RTT,6,0.3,2129,31,1278,COT-u,arc segments,0.6577616162858636,0.022204599524187154,0.9032258064516129
Right,contig,HTL,RTT,6,0.3,2129,31,1278,SDMu-HSsrc,arc segments,0.7927365540145761,0.036057692307692304,0.967741935483871
Right,contig,HTL,RTT,6,0.3,2129,31,1278,SDMu-PCA,arc segments,0.7636612441957009,0.031446540880503145,0.967741935483871
Right,contig,HTL,RTT,6,0.5,2129,31,2106,COT-u,arc segments,0.6497278514099449,0.023529411764705882,0.7741935483870968
Right,contig,HTL,RTT,6,0.5,2129,31,2106,SDMu-HS4,arc labels,0.7866093668316985,0.044596912521440824,0.8387096774193549
Right,contig,HTL,RTT,6,0.5,2129,31,2106,SDMu-HSsrc,arc segments,0.8167994095759402,0.05142857142857143,0.8709677419354839
Right,contig,HTL,RTT,6,0.5,2129,31,2106,SDMu-PCA,arc segments,0.8373796857221931,0.050347222222222224,0.9354838709677419
Right,contig,HTL,RTT,7,0.05,2129,35,213,COT-u,arc segments,0.6432664756446991,0.02289077828646174,1.0
Right,contig,HTL,RTT,7,0.05,2129,35,213,SDMu-HSsrc,arc segments,0.6533360622185838,0.023842917251051893,0.9714285714285714
Right,contig,HTL,RTT,7,0.05,2129,35,213,SDMu-PCA,arc segments,0.6329990448901623,0.022264631043257,1.0
Right,contig,HTL,RTT,7,0.1,2129,35,426,COT-u,arc segments,0.6332787556283258,0.022516556291390728,0.9714285714285714
Right,contig,HTL,RTT,7,0.1,2129,35,426,SDMu-HSsrc,arc segments,0.6879587938327193,0.02654176424668228,0.9714285714285714
Right,contig,HTL,RTT,7,0.1,2129,35,426,SDMu-PCA,arc segments,0.6082071223905035,0.021052631578947368,0.9714285714285714
Right,contig,HTL,RTT,7,0.2,2129,35,852,COT-u,arc segments,0.6889548369491063,0.027138157894736843,0.9428571428571428
Right,contig,HTL,RTT,7,0.2,2129,35,852,SDMu-HSsrc,arc segments,0.7115977623140947,0.028764805414551606,0.9714285714285714
Right,contig,HTL,RTT,7,0.2,2129,35,852,SDMu-PCA,arc segments,0.5,0.016439643024894316,1.0
Right,contig,HTL,RTT,7,0.3,2129,35,1278,COT-u,arc segments,0.6901146131805158,0.030871003307607496,0.8
Right,contig,HTL,RTT,7,0.3,2129,35,1278,SDMu-HS4,arc labels,0.7316550689043526,0.030965391621129327,0.9714285714285714
Right,contig,HTL,RTT,7,0.3,2129,35,1278,SDMu-HSsrc,arc segments,0.7901555464592713,0.03985932004689332,0.9714285714285714
Right,contig,HTL,RTT,7,0.3,2129,35,1278,SDMu-PCA,arc segments,0.7803656706235502,0.03803131991051454,0.9714285714285714
Right,contig,HTL,RTT,7,0.5,2129,35,2118,COT-u,arc segments,0.622028926183654,0.0259009009009009,0.6571428571428571
Right,contig,HTL,RTT,7,0.5,2129,35,2118,SDMu-HS4,arc labels,0.7640537590394323,0.04172461752433936,0.8571428571428571
Right,contig,HTL,RTT,7,0.5,2129,35,2118,SDMu-HSsrc,arc segments,0.8169395551917042,0.04852941176470588,0.9428571428571428
Right,contig,HTL,RTT,7,0.5,2129,35,2118,SDMu-PCA,arc segments,0.8140742256788103,0.0476878612716763,0.9428571428571428
Right,contig,HTL,WRM,0,0.05,508,32,51,COT-u,arc segments,0.6097689075630253,0.13953488372093023,0.375
Right,contig,HTL,WRM,0,0.05,508,32,51,SDMu-HS4,arc labels,0.6055672268907564,0.13333333333333333,0.375
Right,contig,HTL,WRM,0,0.05,508,32,51,SDMu-HSsrc,arc segments,0.6141018907563025,0.16666666666666666,0.34375
Right,contig,HTL,WRM,0,0.05,508,32,51,SDMu-PCA,arc segments,0.6077993697478992,0.1527777777777778,0.34375
Right,contig,HTL,WRM,0,0.1,508,32,102,COT-u,arc segments,0.5661764705882353,0.125,0.25
Right,contig,HTL,WRM,0,0.1,508,32,102,SDMu-HS4,arc labels,0.6286764705882353,0.17647058823529413,0.375
Right,contig,HTL,WRM,0,0.1,508,32,102,SDMu-HSsrc,arc segments,0.6151523109243697,0.16923076923076924,0.34375
Right,contig,HTL,WRM,0,0.1,508,32,102,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,HTL,WRM,0,0.2,508,32,203,COT-u,arc segments,0.5965073529411764,0.17647058823529413,0.28125
Right,contig,HTL,WRM,0,0.2,508,32,203,SDMu-HS4,arc labels,0.5883665966386555,0.25925925925925924,0.21875
Right,contig,HTL,WRM,0,0.2,508,32,203,SDMu-HSsrc,arc segments,0.6092436974789917,0.34782608695652173,0.25
Right,contig,HTL,WRM,0,0.2,508,32,203,SDMu-PCA,arc segments,0.47505252100840334,0.056910569105691054,0.4375
Right,contig,HTL,WRM,0,0.3,508,32,305,COT-u,arc segments,0.5454306722689075,0.11538461538461539,0.1875
Right,contig,HTL,WRM,0,0.3,508,32,305,SDMu-HS4,arc labels,0.584296218487395,0.4,0.1875
Right,contig,HTL,WRM,0,0.3,508,32,305,SDMu-HSsrc,arc segments,0.5790441176470589,0.3,0.1875
Right,contig,HTL,WRM,0,0.3,508,32,305,SDMu-PCA,arc segments,0.46047794117647056,0.05327868852459016,0.40625
Right,contig,HTL,WRM,0,0.5,508,32,498,COT-u,arc segments,0.553702731092437,0.11666666666666667,0.21875
Right,contig,HTL,WRM,0,0.5,508,32,498,SDMu-HS4,arc labels,0.6205357142857143,0.22727272727272727,0.3125
Right,contig,HTL,WRM,0,0.5,508,32,498,SDMu-HSsrc,arc segments,0.6309086134453781,0.22,0.34375
Right,contig,HTL,WRM,0,0.5,508,32,498,SDMu-PCA,arc segments,0.4541754201680672,0.04065040650406504,0.15625
Right,contig,HTL,WRM,1,0.05,508,19,51,COT-u,arc segments,0.4695404154558175,0.02727272727272727,0.15789473684210525
Right,contig,HTL,WRM,1,0.05,508,19,51,SDMu-HSsrc,arc segments,0.570659778280056,0.04888888888888889,0.5789473684210527
Right,contig,HTL,WRM,1,0.05,508,19,51,SDMu-PCA,arc segments,0.6927671940587665,0.06390977443609022,0.8947368421052632
Right,contig,HTL,WRM,1,0.1,508,19,102,COT-u,arc segments,0.47287697772037457,0.025,0.10526315789473684
Right,contig,HTL,WRM,1,0.1,508,19,102,SDMu-HS4,arc labels,0.6260359487676246,0.05027932960893855,0.9473684210526315
Right,contig,HTL,WRM,1,0.1,508,19,102,SDMu-HSsrc,arc segments,0.4971477774190076,0.03614457831325301,0.15789473684210525
Right,contig,HTL,WRM,1,0.1,508,19,102,SDMu-PCA,arc segments,0.5,0.03740157480314961,1.0
Right,contig,HTL,WRM,1,0.2,508,19,203,COT-u,arc segments,0.503282746744161,0.03896103896103896,0.15789473684210525
Right,contig,HTL,WRM,1,0.2,508,19,203,SDMu-HS4,arc labels,0.513776773221397,0.05,0.10526315789473684
Right,contig,HTL,WRM,1,0.2,508,19,203,SDMu-HSsrc,arc segments,0.5147992681089226,0.05128205128205128,0.10526315789473684
Right,contig,HTL,WRM,1,0.2,508,19,203,SDMu-PCA,arc segments,0.5155526853944677,0.046153846153846156,0.15789473684210525
Right,contig,HTL,WRM,1,0.3,508,19,305,COT-u,arc segments,0.5206651598320956,0.05,0.15789473684210525
Right,contig,HTL,WRM,1,0.3,508,19,305,SDMu-HS4,arc labels,0.5147992681089226,0.05128205128205128,0.10526315789473684
Right,contig,HTL,WRM,1,0.3,508,19,305,SDMu-HSsrc,arc segments,0.5147992681089226,0.05128205128205128,0.10526315789473684
Right,contig,HTL,WRM,1,0.3,508,19,305,SDMu-PCA,arc segments,0.5219567323216016,0.0625,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,508,19,487,COT-u,arc segments,0.5173285975675385,0.044444444444444446,0.21052631578947367
Right,contig,HTL,WRM,1,0.5,508,19,487,SDMu-HS4,arc labels,0.5352491658594338,0.10526315789473684,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,508,19,487,SDMu-HSsrc,arc segments,0.5291141965342805,0.08,0.10526315789473684
Right,contig,HTL,WRM,1,0.5,508,19,487,SDMu-PCA,arc segments,0.49585620492950166,0.036036036036036036,0.21052631578947367
Right,contig,HTL,WRM,2,0.05,508,18,51,COT-u,arc segments,0.5200680272108844,0.046153846153846156,0.16666666666666666
Right,contig,HTL,WRM,2,0.05,508,18,51,SDMu-HSsrc,arc segments,0.48945578231292514,0.031578947368421054,0.16666666666666666
Right,contig,HTL,WRM,2,0.05,508,18,51,SDMu-PCA,arc segments,0.6846938775510204,0.05504587155963303,1.0
Right,contig,HTL,WRM,2,0.1,508,18,102,COT-u,arc segments,0.5399092970521542,0.049019607843137254,0.2777777777777778
Right,contig,HTL,WRM,2,0.1,508,18,102,SDMu-HSsrc,arc segments,0.48310657596371887,0.0273972602739726,0.1111111111111111
Right,contig,HTL,WRM,2,0.1,508,18,102,SDMu-PCA,arc segments,0.4978458049886621,0.034782608695652174,0.2222222222222222
Right,contig,HTL,WRM,2,0.2,508,18,203,COT-u,arc segments,0.5586167800453514,0.043478260869565216,0.6111111111111112
Right,contig,HTL,WRM,2,0.2,508,18,203,SDMu-HS4,arc labels,0.4749433106575963,0.024691358024691357,0.1111111111111111
Right,contig,HTL,WRM,2,0.2,508,18,203,SDMu-HSsrc,arc segments,0.4780045351473923,0.02564102564102564,0.1111111111111111
Right,contig,HTL,WRM,2,0.2,508,18,203,SDMu-PCA,arc segments,0.49047619047619045,0.031914893617021274,0.16666666666666666
Right,contig,HTL,WRM,2,0.3,508,18,305,COT-u,arc segments,0.4978458049886621,0.034782608695652174,0.2222222222222222
Right,contig,HTL,WRM,2,0.3,508,18,305,SDMu-HS4,arc labels,0.4739229024943311,0.024390243902439025,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,508,18,305,SDMu-HSsrc,arc segments,0.4739229024943311,0.024390243902439025,0.1111111111111111
Right,contig,HTL,WRM,2,0.3,508,18,305,SDMu-PCA,arc segments,0.4780045351473923,0.02564102564102564,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,508,18,488,COT-u,arc segments,0.6290249433106576,0.059782608695652176,0.6111111111111112
Right,contig,HTL,WRM,2,0.5,508,18,488,SDMu-HS4,arc labels,0.5096371882086168,0.0425531914893617,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,508,18,488,SDMu-HSsrc,arc segments,0.4841269841269841,0.027777777777777776,0.1111111111111111
Right,contig,HTL,WRM,2,0.5,508,18,488,SDMu-PCA,arc segments,0.5045351473922902,0.038461538461538464,0.1111111111111111
Right,contig,HTL,WRM,3,0.05,508,34,51,COT-u,arc segments,0.5753288657235046,0.1282051282051282,0.29411764705882354
Right,contig,HTL,WRM,3,0.05,508,34,51,SDMu-HSsrc,arc segments,0.6310498883097543,0.18571428571428572,0.38235294117647056
Right,contig,HTL,WRM,3,0.05,508,34,51,SDMu-PCA,arc segments,0.5835194837428642,0.1076923076923077,0.4117647058823529
Right,contig,HTL,WRM,3,0.1,508,34,102,COT-u,arc segments,0.5773144700918342,0.11320754716981132,0.35294117647058826
Right,contig,HTL,WRM,3,0.1,508,34,102,SDMu-HSsrc,arc segments,0.6383718044179697,0.1794871794871795,0.4117647058823529
Right,contig,HTL,WRM,3,0.1,508,34,102,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,HTL,WRM,3,0.2,508,34,203,COT-u,arc segments,0.5950608091337801,0.11194029850746269,0.4411764705882353
Right,contig,HTL,WRM,3,0.2,508,34,203,SDMu-HSsrc,arc segments,0.5992802184164805,0.11538461538461539,0.4411764705882353
Right,contig,HTL,WRM,3,0.2,508,34,203,SDMu-PCA,arc segments,0.6399230578307272,0.10900473933649289,0.6764705882352942
Right,contig,HTL,WRM,3,0.3,508,34,305,COT-u,arc segments,0.5979771655497642,0.09947643979057591,0.5588235294117647
Right,contig,HTL,WRM,3,0.3,508,34,305,SDMu-HS4,arc labels,0.6180814097791015,0.11464968152866242,0.5294117647058824
Right,contig,HTL,WRM,3,0.3,508,34,305,SDMu-HSsrc,arc segments,0.6212459667411268,0.11688311688311688,0.5294117647058824
Right,contig,HTL,WRM,3,0.3,508,34,305,SDMu-PCA,arc segments,0.5203524447753786,0.075,0.35294117647058826
Right,contig,HTL,WRM,3,0.5,508,34,487,COT-u,arc segments,0.6229833705634152,0.09917355371900827,0.7058823529411765
Right,contig,HTL,WRM,3,0.5,508,34,487,SDMu-HS4,arc labels,0.6066021345246959,0.11594202898550725,0.47058823529411764
Right,contig,HTL,WRM,3,0.5,508,34,487,SDMu-HSsrc,arc segments,0.6317944899478779,0.125,0.5294117647058824
Right,contig,HTL,WRM,3,0.5,508,34,487,SDMu-PCA,arc segments,0.5,0.0,0.0
Right,contig,HTL,WRM,4,0.05,508,32,51,COT-u,arc segments,0.6255252100840336,0.10101010101010101,0.625
Right,contig,HTL,WRM,4,0.05,508,32,51,SDMu-HSsrc,arc segments,0.6576943277310925,0.09064327485380116,0.96875
Right,contig,HTL,WRM,4,0.05,508,32,51,SDMu-PCA,arc segments,0.6261817226890756,0.08333333333333333,0.96875
Right,contig,HTL,WRM,4,0.1,508,32,102,COT-u,arc segments,0.6424632352941176,0.09215017064846416,0.84375
Right,contig,HTL,WRM,4,0.1,508,32,102,SDMu-HSsrc,arc segments,0.6608455882352942,0.09144542772861357,0.96875
Right,contig,HTL,WRM,4,0.1,508,32,102,SDMu-PCA,arc segments,0.6422006302521008,0.08923076923076922,0.90625
Right,contig,HTL,WRM,4,0.2,508,32,203,COT-u,arc segments,0.6335346638655462,0.09663865546218488,0.71875
Right,contig,HTL,WRM,4,0.2,508,32,203,SDMu-HSsrc,arc segments,0.6785714285714286,0.11374407582938388,0.75
Right,contig,HTL,WRM,4,0.2,508,32,203,SDMu-PCA,arc segments,0.5,0.06299212598425197,1.0
Right,contig,HTL,WRM,4,0.3,508,32,305,COT-u,arc segments,0.6840861344537815,0.09966777408637874,0.9375
Right,contig,HTL,WRM,4,0.3,508,32,305,SDMu-HSsrc,arc segments,0.6869747899159664,0.11822660098522167,0.75
Right,contig,HTL,WRM,4,0.3,508,32,305,SDMu-PCA,arc segments,0.6477153361344538,0.11801242236024845,0.59375
Right,contig,HTL,WRM,4,0.5,508,32,487,COT-u,arc segments,0.6306460084033614,0.08630952380952381,0.90625
Right,contig,HTL,WRM,4,0.5,508,32,487,SDMu-HS4,arc labels,0.6809348739495799,0.12429378531073447,0.6875
Right,contig,HTL,WRM,4,0.5,508,32,487,SDMu-HSsrc,arc segments,0.6902573529411764,0.125,0.71875
Right,contig,HTL,WRM,4,0.5,508,32,487,SDMu-PCA,arc segments,0.6537552521008403,0.11229946524064172,0.65625
Right,contig,HTL,WRM,5,0.05,508,32,51,COT-u,arc segments,0.5916491596638656,0.07712082262210797,0.9375
Right,contig,HTL,WRM,5,0.05,508,32,51,SDMu-HSsrc,arc segments,0.6209296218487395,0.08222811671087533,0.96875
Right,contig,HTL,WRM,5,0.05,508,32,51,SDMu-PCA,arc segments,0.5351890756302521,0.07042253521126761,0.625
Right,contig,HTL,WRM,5,0.1,508,32,102,COT-u,arc segments,0.6085871848739496,0.08123249299719888,0.90625
Right,contig,HTL,WRM,5,0.1,508,32,102,SDMu-HSsrc,arc segments,0.5925682773109244,0.07673267326732673,0.96875
Right,contig,HTL,WRM,5,0.1,508,32,102,SDMu-PCA,arc segments,0.5896796218487395,0.0846774193548387,0.65625
Right,contig,HTL,WRM,5,0.2,508,32,203,COT-u,arc segments,0.6285451680672269,0.08579881656804733,0.90625
Right,contig,HTL,WRM,5,0.2,508,32,203,SDMu-HSsrc,arc segments,0.610688025210084,0.08169014084507042,0.90625
Right,contig,HTL,WRM,5,0.2,508,32,203,SDMu-PCA,arc segments,0.5564600840336135,0.07758620689655173,0.5625
Right,contig,HTL,WRM,5,0.3,508,32,305,COT-u,arc segments,0.6295955882352942,0.08605341246290801,0.90625
Right,contig,HTL,WRM,5,0.3,508,32,305,SDMu-HS4,arc labels,0.6122636554621849,0.08620689655172414,0.78125
